# Year	Month	Week	Fishery	Catch	Effort	CV																																																																																																																																																																																																										
1952	2	1	33	1	5.06E-08	1.94E+00	-1	-1																																																																																																																																																																																																								
1952	5	1	33	1	5.39E-08	1.99E+00	-1	-1																																																																																																																																																																																																								
1952	8	1	33	1	4.36E-08	1.91E+00	-1	-1																																																																																																																																																																																																								
1952	11	1	33	1	4.89E-08	2.21E+00	-1		0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.52469	0.71208	0.33730	0.31856	0.07496	0.00000	0.07496	0.09369	0.18739	0.29982	0.26234	0.52469	0.41226	0.37478	0.13117	0.18739	0.00000	0.09369	0.00000	0.09369	0.03748	0.13117	0.20613	0.24361	0.14991	0.18739	0.16865	0.14991	0.31856	0.13117	0.29982	0.13117	0.20613	0.07496	0.37478	0.22487	0.16865	0.26234	0.22487	0.05622	0.31856	0.09369	0.13117	0.26234	0.26234	0.11243	0.11243	0.18739	0.11243	0.14991	0.28108	0.09369	0.24361	0.22487	0.18739	0.07496	0.18739	0.28108	0.07496	0.16865	0.18739	0.11243	0.14991	0.14991	0.16865	0.18739	0.03748	0.18739	0.11243	0.11243	0.05622	0.03748	0.22487	0.05622	0.00000	0.03748	0.03748	0.03748	0.00000	0.03748	0.03748	0.00000	0.03748	0.00000	0.00000	0.05622	0.05622	0.03748	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03748	0.00000	0.00000	0.01874	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
1953	2	1	33	1	5.49E-08	2.37E+00	-1		0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.39665	0.00000	0.00000	0.19954	0.00000	0.39665	0.20075	0.19954	0.00000	0.59498	0.00000	0.00000	0.19954	0.39786	0.19954	0.00000	0.00121	0.19833	0.19833	0.39665	0.59498	0.39786	0.20195	0.00000	0.20075	0.20075	0.40028	0.39907	0.40028	1.19358	0.20558	0.00121	0.60224	0.39907	0.79693	0.40149	0.19954	0.59982	0.20195	0.21042	0.20316	0.20800	0.20679	0.00847	0.20558	0.40028	0.20558	0.00121	0.21526	0.00968	0.19954	0.01089	0.00726	0.01089	0.00484	0.01089	0.00605	0.00484	0.01089	0.00242	0.00968	0.00484	0.00363	0.00363	0.00363	0.00484	0.00484	0.01210	0.00484	0.00605	0.00484	0.00242	0.00484	0.00363	0.00605	0.00605	0.00242	0.00363	0.00121	0.00605	0.00121	0.00121	0.00121	0.00242	0.00242	0.00242	0.00242	0.00121	0.00121	0.00000	0.00242	0.00000	0.00121	0.00000	0.00000	0.00000	0.00000	0.00121	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
1953	5	1	33	1	6.34E-08	2.16E+00	-1	-1																																																																																																																																																																																																								
1953	8	1	33	1	5.68E-08	2.34E+00	-1	-1																																																																																																																																																																																																								
1953	11	1	33	1	5.87E-08	2.71E+00	-1	-1																																																																																																																																																																																																								
1954	2	1	33	1	6.02E-08	2.77E+00	-1	-1																																																																																																																																																																																																								
1954	5	1	33	1	6.77E-08	2.94E+00	-1	-1																																																																																																																																																																																																								
1954	8	1	33	1	5.81E-08	2.67E+00	-1	-1																																																																																																																																																																																																								
1954	11	1	33	1	5.66E-08	2.98E+00	-1	-1																																																																																																																																																																																																								
1955	2	1	33	1	4.82E-08	3.31E+00	-1	-1																																																																																																																																																																																																								
1955	5	1	33	1	6.32E-08	3.25E+00	-1	-1																																																																																																																																																																																																								
1955	8	1	33	1	5.68E-08	3.40E+00	-1	-1																																																																																																																																																																																																								
1955	11	1	33	1	4.90E-08	3.35E+00	-1	-1																																																																																																																																																																																																								
1956	2	1	33	1	4.65E-08	3.62E+00	-1	-1																																																																																																																																																																																																								
1956	5	1	33	1	6.16E-08	3.33E+00	-1	-1																																																																																																																																																																																																								
1956	8	1	33	1	4.95E-08	2.94E+00	-1	-1																																																																																																																																																																																																								
1956	11	1	33	1	4.29E-08	3.39E+00	-1	-1																																																																																																																																																																																																								
